id,filename,status,updated
101422,Analysis+of+16S+rRNA+gene+sequences+for+species+identification_.txt,processed2,2025-11-16 19:05:10.166205
101633,Identification%2C+Isolation+and+Characterization+of+a+Novel+Azoreductase+from+Clostridium+Perfringens_.txt,processed2,2025-11-16 20:21:50.896066
101767,Identification+and+characterization+of+genetic+elements+from+Amycolatopsis+species_.txt,processed2,2025-11-16 19:41:32.468048
102380,Removal+of+methylene+blue+and+malachite+green+from+aqueous+solution+by+Chlorella+and+Chlamydomonas+species+isolated+from+a+thermal+spring+environment_.txt,processed2,2025-11-16 17:27:06.165450
102523,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.txt,processed2,2025-11-16 18:02:24.443584
102661,Biodegradation+of+triphenylmethane+dyes+by+Aeromonas+hydrophila_.txt,processed2,2025-11-16 19:56:09.726603
102669,Purification+and+partial+characterization+of+two+azoreductases+from+Shigella+dysenteriae+type+1_.txt,processed2,2025-11-16 19:58:47.662341
102672,Biodegradation+and+detoxification+of+crystal+violet+by+Amycolatopsis..._.txt,processed2,2025-11-16 18:29:07.813120
102696,Preliminary+characterization+of+A.+orientalis+phytase+activity_.txt,processed2,2025-11-16 18:46:32.691488
102787,Degradation+of+acid+orange+7+in+an+aerobic+biofilm_.txt,processed2,2025-11-16 19:58:38.848296
102836,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase%2C+whose+activity+is+responsible+for+the+degradation+of+the+triphenylmethane+dye%2C+Brilliant+green_.txt,processed2,2025-11-16 19:52:29.922106
102901,Experimental+study+for+growth+potential+of+unicellular+alga+Chlorella+pyrenoidosa+on+dairy+wastewater_.txt,processed2,2025-11-16 18:17:09.478726
